model,metric,step,value
run_a10_b4,error,250,0.21174512391865097
run_a10_b4,energy_norm,250,0.09447164259850979
run_a10_b4,error,251,0.21174515023782692
run_a10_b4,energy_norm,251,0.09447169229388237
run_a10_b4,error,252,0.21174513418182575
run_a10_b4,energy_norm,252,0.09447155103087425
run_a10_b4,error,253,0.21174508624665284
run_a10_b4,energy_norm,253,0.0944717562943697
run_a10_b4,error,254,0.21174514638215147
run_a10_b4,energy_norm,254,0.09447162307798862
run_a10_b4,error,255,0.21174513046584867
run_a10_b4,energy_norm,255,0.09447173565626145
run_a10_b4,error,256,0.21174511785574102
run_a10_b4,energy_norm,256,0.09447153262794018
run_a10_b4,error,257,0.21174509156450472
run_a10_b4,energy_norm,257,0.0944717139005661
run_a10_b4,error,258,0.21174513635180733
run_a10_b4,energy_norm,258,0.09447155706584454
run_a10_b4,error,259,0.21174513432152411
run_a10_b4,energy_norm,259,0.09447176970541477
run_a10_b4,error,260,0.21174510944589817
run_a10_b4,energy_norm,260,0.0944715603441
run_a10_b4,error,261,0.21174512032374582
run_a10_b4,energy_norm,261,0.09447162717580795
run_a10_b4,error,262,0.21174513621210894
run_a10_b4,energy_norm,262,0.09447174839675426
run_a10_b4,error,263,0.2117451460282489
run_a10_b4,energy_norm,263,0.09447156004607678
run_a10_b4,error,264,0.21174508908718667
run_a10_b4,energy_norm,264,0.09447176739573479
run_a10_b4,error,265,0.21174514145545506
run_a10_b4,energy_norm,265,0.09447159096598626
run_a10_b4,error,266,0.21174511671952748
run_a10_b4,energy_norm,266,0.0944717449694872
run_a10_b4,error,267,0.21174510622352205
run_a10_b4,energy_norm,267,0.09447155833244324
run_a10_b4,error,268,0.21174509555056534
run_a10_b4,energy_norm,268,0.09447166867554188
run_a10_b4,error,269,0.21174512512937033
run_a10_b4,energy_norm,269,0.09447167567908764
run_a10_b4,error,270,0.21174515240780853
run_a10_b4,energy_norm,270,0.09447165176272393
run_a10_b4,error,271,0.21174510952040396
run_a10_b4,energy_norm,271,0.09447158254683018
run_a10_b4,error,272,0.2117451215437784
run_a10_b4,energy_norm,272,0.09447158485651017
run_a10_b4,error,273,0.2117451249803587
run_a10_b4,energy_norm,273,0.09447177790105343
run_a10_b4,error,274,0.21174514293625793
run_a10_b4,energy_norm,274,0.09447158858180046
run_a10_b4,error,275,0.21174510198600432
run_a10_b4,energy_norm,275,0.09447171859443187
run_a10_b4,error,276,0.21174511947624228
run_a10_b4,energy_norm,276,0.09447159305214882
run_a10_b4,error,277,0.21174511055417203
run_a10_b4,energy_norm,277,0.09447180651128292
run_a10_b4,error,278,0.21174512611657226
run_a10_b4,energy_norm,278,0.09447156555950642
run_a10_b4,error,279,0.21174509196497343
run_a10_b4,energy_norm,279,0.0944716826826334
run_a10_b4,error,280,0.2117451441469773
run_a10_b4,energy_norm,280,0.09447159275412559
run_a10_b4,error,281,0.21174513884775184
run_a10_b4,energy_norm,281,0.0944716777652502
run_a10_b4,error,282,0.21174512077078067
run_a10_b4,energy_norm,282,0.09447152443230152
run_a10_b4,error,283,0.21174510214432918
run_a10_b4,energy_norm,283,0.09447163835167885
run_a10_b4,error,284,0.21174512014679453
run_a10_b4,energy_norm,284,0.09447177410125733
run_a10_b4,error,285,0.2117451659958049
run_a10_b4,energy_norm,285,0.09447162419557571
run_a10_b4,error,286,0.21174510031893692
run_a10_b4,energy_norm,286,0.09447166725993156
run_a10_b4,error,287,0.21174511293835782
run_a10_b4,energy_norm,287,0.0944716564565897
run_a10_b4,error,288,0.21174512547395966
run_a10_b4,energy_norm,288,0.09447176590561866
run_a10_b4,error,289,0.2117451284914448
run_a10_b4,energy_norm,289,0.09447159595787526
run_a10_b4,error,290,0.21174510995812557
run_a10_b4,energy_norm,290,0.09447163745760917
run_a10_b4,error,291,0.21174513493619704
run_a10_b4,energy_norm,291,0.0944716278463602
run_a10_b4,error,292,0.21174513175107382
run_a10_b4,energy_norm,292,0.09447170346975327
run_a10_b4,error,293,0.21174513954624377
run_a10_b4,energy_norm,293,0.09447153344750404
run_a10_b4,error,294,0.2117450916948899
run_a10_b4,energy_norm,294,0.09447164684534073
run_a10_b4,error,295,0.21174512692682287
run_a10_b4,energy_norm,295,0.09447168208658695
run_a10_b4,error,296,0.21174515255682014
run_a10_b4,energy_norm,296,0.0944716215878725
run_a10_b4,error,297,0.21174510365307175
run_a10_b4,energy_norm,297,0.09447168827056884
run_a10_b4,error,298,0.2117451084121301
run_a10_b4,energy_norm,298,0.094471625238657
run_a10_b4,error,299,0.2117451208545997
run_a10_b4,energy_norm,299,0.09447176679968834
run_a8_b4,error,0,1.884361766695568
run_a8_b4,energy_norm,0,0.5180791399255394
run_a8_b4,error,1,1.7541927590128612
run_a8_b4,energy_norm,1,0.5067936427518726
run_a8_b4,error,2,1.6268205010332784
run_a8_b4,energy_norm,2,0.49369056068360806
run_a8_b4,error,3,1.503816113960668
run_a8_b4,energy_norm,3,0.4783386943116784
run_a8_b4,error,4,1.3857958715279861
run_a8_b4,energy_norm,4,0.4600641678273678
run_a8_b4,error,5,1.2735318156807955
run_a8_b4,energy_norm,5,0.4383966239914298
run_a8_b4,error,6,1.1662988638294667
run_a8_b4,energy_norm,6,0.41557386562228205
run_a8_b4,error,7,1.0640199318306838
run_a8_b4,energy_norm,7,0.3939327697828412
run_a8_b4,error,8,0.9676934346807493
run_a8_b4,energy_norm,8,0.37330497287213804
run_a8_b4,error,9,0.8778598229844712
run_a8_b4,energy_norm,9,0.35218515891581775
run_a8_b4,error,10,0.7939551130848383
run_a8_b4,energy_norm,10,0.3300232333689928
run_a8_b4,error,11,0.7163007230768824
run_a8_b4,energy_norm,11,0.30736385587602855
run_a8_b4,error,12,0.6450892590738164
run_a8_b4,energy_norm,12,0.28611730571836236
run_a8_b4,error,13,0.5812279654753564
run_a8_b4,energy_norm,13,0.26610495258122685
run_a8_b4,error,14,0.5243672765540596
run_a8_b4,energy_norm,14,0.24703134302049876
run_a8_b4,error,15,0.4754140436934011
run_a8_b4,energy_norm,15,0.22826023928821088
run_a8_b4,error,16,0.43357582962969005
run_a8_b4,energy_norm,16,0.2104825409501791
run_a8_b4,error,17,0.3962267409467259
run_a8_b4,energy_norm,17,0.19444290567189454
run_a8_b4,error,18,0.3629079413678494
run_a8_b4,energy_norm,18,0.17992357827723027
run_a8_b4,error,19,0.333001536709163
run_a8_b4,energy_norm,19,0.16703893814235926
run_a8_b4,error,20,0.30654580588104324
run_a8_b4,energy_norm,20,0.15537459693849087
run_a8_b4,error,21,0.28399282163135964
run_a8_b4,energy_norm,21,0.14478702548891306
run_a8_b4,error,22,0.26494594493058554
run_a8_b4,energy_norm,22,0.13489812806248666
run_a8_b4,error,23,0.24838790824513
run_a8_b4,energy_norm,23,0.12554512929171324
run_a8_b4,error,24,0.23387940094909
run_a8_b4,energy_norm,24,0.11673968840390443
run_a8_b4,error,25,0.22114628880856443
run_a8_b4,energy_norm,25,0.10822098854929209
run_a8_b4,error,26,0.2098084742470074
run_a8_b4,energy_norm,26,0.09987168665975332
run_a8_b4,error,27,0.19965416175595066
run_a8_b4,energy_norm,27,0.09208412021398545
run_a8_b4,error,28,0.19048418966403743
run_a8_b4,energy_norm,28,0.08538573678582907
run_a8_b4,error,29,0.1821182902709353
run_a8_b4,energy_norm,29,0.07992147240787745
run_a8_b4,error,30,0.17441564391998157
run_a8_b4,energy_norm,30,0.07550915531814098
run_a8_b4,error,31,0.16726955440060748
run_a8_b4,energy_norm,31,0.07190189361572266
run_a8_b4,error,32,0.1605992484237305
run_a8_b4,energy_norm,32,0.0688994562625885
run_a8_b4,error,33,0.15434242023204037
run_a8_b4,energy_norm,33,0.06635760318487882
run_a8_b4,error,34,0.14844992786345584
run_a8_b4,energy_norm,34,0.0641743890568614
run_a8_b4,error,35,0.14288208213800146
run_a8_b4,energy_norm,35,0.0622772216051817
run_a8_b4,error,36,0.13760624662207022
run_a8_b4,energy_norm,36,0.060612328574061396
run_a8_b4,error,37,0.13259519941920928
run_a8_b4,energy_norm,37,0.0591393006592989
run_a8_b4,error,38,0.12782918619788292
run_a8_b4,energy_norm,38,0.057827255949378015
run_a8_b4,error,39,0.12329080102464517
run_a8_b4,energy_norm,39,0.056651671007275584
run_a8_b4,error,40,0.11895843467989337
run_a8_b4,energy_norm,40,0.055593088939785956
run_a8_b4,error,41,0.11481557831249532
run_a8_b4,energy_norm,41,0.05463580075651407
run_a8_b4,error,42,0.11086309074147166
run_a8_b4,energy_norm,42,0.053766651898622515
run_a8_b4,error,43,0.10707948974537217
run_a8_b4,energy_norm,43,0.05297487881034613
run_a8_b4,error,44,0.10345301764172987
run_a8_b4,energy_norm,44,0.05225137371569872
run_a8_b4,error,45,0.09997124338365886
run_a8_b4,energy_norm,45,0.05158855054527521
run_a8_b4,error,46,0.09664018284106725
run_a8_b4,energy_norm,46,0.05097978629171848
run_a8_b4,error,47,0.0934465242611963
run_a8_b4,energy_norm,47,0.05041947778314352
run_a8_b4,error,48,0.09037735780213708
run_a8_b4,energy_norm,48,0.04990267410874367
run_a8_b4,error,49,0.08744696978512635
run_a8_b4,energy_norm,49,0.04942519873380661
run_a8_b4,error,50,0.08463333141673772
run_a8_b4,energy_norm,50,0.04898332893848419
run_a8_b4,error,51,0.08192904178825984
run_a8_b4,energy_norm,51,0.048573774211108686
run_a8_b4,error,52,0.07933703029058677
run_a8_b4,energy_norm,52,0.04819362316280604
run_a8_b4,error,53,0.07685088240134846
run_a8_b4,energy_norm,53,0.04784032680094242
run_a8_b4,error,54,0.07446386512734016
run_a8_b4,energy_norm,54,0.04751163139939308
run_a8_b4,error,55,0.0721650882566896
run_a8_b4,energy_norm,55,0.04720550063997507
run_a8_b4,error,56,0.06996241936726001
run_a8_b4,energy_norm,56,0.04692002423107624
run_a8_b4,error,57,0.06784829486776581
run_a8_b4,energy_norm,57,0.04665364485234022
run_a8_b4,error,58,0.06581516187837266
run_a8_b4,energy_norm,58,0.0464048020914197
run_a8_b4,error,59,0.06386654979762973
run_a8_b4,energy_norm,59,0.046172283999621866
run_a8_b4,error,60,0.061994617788394706
run_a8_b4,energy_norm,60,0.04595473919063806
run_a8_b4,error,61,0.060189538959239924
run_a8_b4,energy_norm,61,0.04575106501579285
run_a8_b4,error,62,0.0584474112887991
run_a8_b4,energy_norm,62,0.04556028950959444
run_a8_b4,error,63,0.05676287932816273
run_a8_b4,energy_norm,63,0.04538148898631334
run_a8_b4,error,64,0.05513387654704353
run_a8_b4,energy_norm,64,0.04521377816796303
run_a8_b4,error,65,0.053558427657991035
run_a8_b4,energy_norm,65,0.04505647785961628
run_a8_b4,error,66,0.052034652630391844
run_a8_b4,energy_norm,66,0.04490874640643597
run_a8_b4,error,67,0.050564593977658986
run_a8_b4,energy_norm,67,0.04477000694721937
run_a8_b4,error,68,0.04914876211336967
run_a8_b4,energy_norm,68,0.044639659970998766
run_a8_b4,error,69,0.04779616106065994
run_a8_b4,energy_norm,69,0.04451704878360033
run_a8_b4,error,70,0.046496840599034
run_a8_b4,energy_norm,70,0.04440181236714125
run_a8_b4,error,71,0.04524277577245641
run_a8_b4,energy_norm,71,0.04429338838905096
run_a8_b4,error,72,0.04404443036915126
run_a8_b4,energy_norm,72,0.04419129576534033
run_a8_b4,error,73,0.04288948954988015
run_a8_b4,energy_norm,73,0.044095213934779165
run_a8_b4,error,74,0.04178563050067012
run_a8_b4,energy_norm,74,0.04400473326444626
run_a8_b4,error,75,0.04072446669990157
run_a8_b4,energy_norm,75,0.04391947604715824
run_a8_b4,error,76,0.039697429363876185
run_a8_b4,energy_norm,76,0.043839054852724074
run_a8_b4,error,77,0.03871257983089464
run_a8_b4,energy_norm,77,0.043763355650007725
run_a8_b4,error,78,0.037769798824672164
run_a8_b4,energy_norm,78,0.04369184795767069
run_a8_b4,error,79,0.03686865380912309
run_a8_b4,energy_norm,79,0.04362447425723076
run_a8_b4,error,80,0.036014620097493975
run_a8_b4,energy_norm,80,0.04356087565422058
run_a8_b4,error,81,0.035205225790983403
run_a8_b4,energy_norm,81,0.04350085113197565
run_a8_b4,error,82,0.03442857685744983
run_a8_b4,energy_norm,82,0.04344412963837385
run_a8_b4,error,83,0.03367772399896552
run_a8_b4,energy_norm,83,0.043390593267977236
run_a8_b4,error,84,0.03295933355553046
run_a8_b4,energy_norm,84,0.04334003388881683
run_a8_b4,error,85,0.0322776847860522
run_a8_b4,energy_norm,85,0.04329223029315472
run_a8_b4,error,86,0.03164391363579334
run_a8_b4,energy_norm,86,0.04324703499674797
run_a8_b4,error,87,0.031038981665200752
run_a8_b4,energy_norm,87,0.04320432372391224
run_a8_b4,error,88,0.030454151822745315
run_a8_b4,energy_norm,88,0.04316389549523592
run_a8_b4,error,89,0.02989465313095806
run_a8_b4,energy_norm,89,0.04312568612396717
run_a8_b4,error,90,0.02935972091572566
run_a8_b4,energy_norm,90,0.04308949921280145
run_a8_b4,error,91,0.02884489787315232
run_a8_b4,energy_norm,91,0.04305529270321131
run_a8_b4,error,92,0.028360850357411992
run_a8_b4,energy_norm,92,0.043022878728806974
run_a8_b4,error,93,0.027896627199797523
run_a8_b4,energy_norm,93,0.04299216397106648
run_a8_b4,error,94,0.027456577378244872
run_a8_b4,energy_norm,94,0.04296311117708683
run_a8_b4,error,95,0.027047242755905712
run_a8_b4,energy_norm,95,0.04293550226837397
run_a8_b4,error,96,0.026663047877795377
run_a8_b4,energy_norm,96,0.04290936417877674
run_a8_b4,error,97,0.02629674868118329
run_a8_b4,energy_norm,97,0.04288462307304144
run_a8_b4,error,98,0.02594239593874974
run_a8_b4,energy_norm,98,0.04286111295223236
run_a8_b4,error,99,0.025611117646547756
run_a8_b4,energy_norm,99,0.042838807441294195
run_a8_b4,error,100,0.025300706412161488
run_a8_b4,energy_norm,100,0.04281763717532158
run_a8_b4,error,101,0.025017672539378
run_a8_b4,energy_norm,101,0.042797585017979145
run_a8_b4,error,102,0.02476828378446001
run_a8_b4,energy_norm,102,0.04277852024883032
run_a8_b4,error,103,0.024535872890644867
run_a8_b4,energy_norm,103,0.042760398685932156
run_a8_b4,error,104,0.024325275890094387
run_a8_b4,energy_norm,104,0.04274318676441908
run_a8_b4,error,105,0.02412166764823084
run_a8_b4,energy_norm,105,0.04272680878639221
run_a8_b4,error,106,0.023926486698824547
run_a8_b4,energy_norm,106,0.042711279913783075
run_a8_b4,error,107,0.023743339765265218
run_a8_b4,energy_norm,107,0.04269645880907774
run_a8_b4,error,108,0.023566341351166004
run_a8_b4,energy_norm,108,0.042682414092123505
run_a8_b4,error,109,0.023396695530959945
run_a8_b4,energy_norm,109,0.042669004574418065
run_a8_b4,error,110,0.02324571246279923
run_a8_b4,energy_norm,110,0.0426562724635005
run_a8_b4,error,111,0.02309986939885242
run_a8_b4,energy_norm,111,0.042644111663103106
run_a8_b4,error,112,0.022958990547326932
run_a8_b4,energy_norm,112,0.04263254646211863
run_a8_b4,error,113,0.022822928547380102
run_a8_b4,energy_norm,113,0.042621565982699394
run_a8_b4,error,114,0.022691535083563606
run_a8_b4,energy_norm,114,0.04261108748614788
run_a8_b4,error,115,0.022564680499476922
run_a8_b4,energy_norm,115,0.04260103344917297
run_a8_b4,error,116,0.022442221243386698
run_a8_b4,energy_norm,116,0.04259152054786682
run_a8_b4,error,117,0.02232402123975156
run_a8_b4,energy_norm,117,0.042582386806607246
run_a8_b4,error,118,0.0222099430276878
run_a8_b4,energy_norm,118,0.042573697976768014
run_a8_b4,error,119,0.022099850110230575
run_a8_b4,energy_norm,119,0.04256539490073919
run_a8_b4,error,120,0.021993619485279156
run_a8_b4,energy_norm,120,0.042557509057223795
run_a8_b4,error,121,0.02189113749888314
run_a8_b4,energy_norm,121,0.042549914717674255
run_a8_b4,error,122,0.02179226506732924
run_a8_b4,energy_norm,122,0.04254269815981388
run_a8_b4,error,123,0.021696897966308127
run_a8_b4,energy_norm,123,0.04253577202558517
run_a8_b4,error,124,0.021604920441737008
run_a8_b4,energy_norm,124,0.04252915501594543
run_a8_b4,error,125,0.021516209908281993
run_a8_b4,energy_norm,125,0.042522865645587445
run_a8_b4,error,126,0.021430662672487628
run_a8_b4,energy_norm,126,0.04251682888716459
run_a8_b4,error,127,0.021348181960625184
run_a8_b4,energy_norm,127,0.04251104459166527
run_a8_b4,error,128,0.021268656230518202
run_a8_b4,energy_norm,128,0.04250552535057068
run_a8_b4,error,129,0.021191994638634457
run_a8_b4,energy_norm,129,0.04250019785016775
run_a8_b4,error,130,0.021118094662656618
run_a8_b4,energy_norm,130,0.042495147138834
run_a8_b4,error,131,0.02104686869772671
run_a8_b4,energy_norm,131,0.04249026037752628
run_a8_b4,error,132,0.020978214577758295
run_a8_b4,energy_norm,132,0.0424856324493885
run_a8_b4,error,133,0.020912053671186398
run_a8_b4,energy_norm,133,0.0424811801314354
run_a8_b4,error,134,0.02084829855941756
run_a8_b4,energy_norm,134,0.04247686773538589
run_a8_b4,error,135,0.020786868559648824
run_a8_b4,energy_norm,135,0.04247275352478028
run_a8_b4,error,136,0.020727671848130954
run_a8_b4,energy_norm,136,0.04246885042637587
run_a8_b4,error,137,0.020670642834143323
run_a8_b4,energy_norm,137,0.042465034686028955
run_a8_b4,error,138,0.02061570223652346
run_a8_b4,energy_norm,138,0.04246142998337746
run_a8_b4,error,139,0.02056277137946857
run_a8_b4,energy_norm,139,0.04245796959847212
run_a8_b4,error,140,0.020511776574408246
run_a8_b4,energy_norm,140,0.04245461829006672
run_a8_b4,error,141,0.020462658405290525
run_a8_b4,energy_norm,141,0.04245143387466669
run_a8_b4,error,142,0.020415347325602157
run_a8_b4,energy_norm,142,0.04244834445416927
run_a8_b4,error,143,0.02036979470167829
run_a8_b4,energy_norm,143,0.042445379793643954
run_a8_b4,error,144,0.020325908502550404
run_a8_b4,energy_norm,144,0.042442571558058265
run_a8_b4,error,145,0.020283662255374323
run_a8_b4,energy_norm,145,0.04243980973958969
run_a8_b4,error,146,0.02024298459290115
run_a8_b4,energy_norm,146,0.042437153570353985
run_a8_b4,error,147,0.020203799572759848
run_a8_b4,energy_norm,147,0.0424346723780036
run_a8_b4,error,148,0.0201660655555181
run_a8_b4,energy_norm,148,0.042432222813367844
run_a8_b4,error,149,0.020129734468632917
run_a8_b4,energy_norm,149,0.042429896593093874
run_a8_b4,error,150,0.02009476487290634
run_a8_b4,energy_norm,150,0.042427644692361356
run_a8_b4,error,151,0.020061090320800973
run_a8_b4,energy_norm,151,0.04242548629641533
run_a8_b4,error,152,0.020028670099550467
run_a8_b4,energy_norm,152,0.042423405461013315
run_a8_b4,error,153,0.019997466378831846
run_a8_b4,energy_norm,153,0.042421391718089584
run_a8_b4,error,154,0.019967417686698567
run_a8_b4,energy_norm,154,0.04241949386894703
run_a8_b4,error,155,0.019938487322056275
run_a8_b4,energy_norm,155,0.04241763107478619
run_a8_b4,error,156,0.01991064573171137
run_a8_b4,energy_norm,156,0.04241582434624434
run_a8_b4,error,157,0.01988384165799765
run_a8_b4,energy_norm,157,0.0424141064658761
run_a8_b4,error,158,0.01985803482354207
run_a8_b4,energy_norm,158,0.042412465177476405
run_a8_b4,error,159,0.019833207931356112
run_a8_b4,energy_norm,159,0.042410860359668734
run_a8_b4,error,160,0.019809306387310457
run_a8_b4,energy_norm,160,0.042409310042858125
run_a8_b4,error,161,0.01978630681753678
run_a8_b4,energy_norm,161,0.04240782380104065
run_a8_b4,error,162,0.019764166637310367
run_a8_b4,energy_norm,162,0.04240638002753258
run_a8_b4,error,163,0.019742855448262375
run_a8_b4,energy_norm,163,0.04240503616631031
run_a8_b4,error,164,0.01972235508261768
run_a8_b4,energy_norm,164,0.04240367949008941
run_a8_b4,error,165,0.019702611847301554
run_a8_b4,energy_norm,165,0.042402437962591646
run_a8_b4,error,166,0.019683617996038478
run_a8_b4,energy_norm,166,0.04240116197615862
run_a8_b4,error,167,0.01966533403376637
run_a8_b4,energy_norm,167,0.04240000825375319
run_a8_b4,error,168,0.019647739434135687
run_a8_b4,energy_norm,168,0.04239885587245226
run_a8_b4,error,169,0.01963080700718386
run_a8_b4,energy_norm,169,0.04239775881171227
run_a8_b4,error,170,0.019614503479083608
run_a8_b4,energy_norm,170,0.04239672593772412
run_a8_b4,error,171,0.01959882378809674
run_a8_b4,energy_norm,171,0.04239563319832087
run_a8_b4,error,172,0.019583731442676465
run_a8_b4,energy_norm,172,0.0423946688324213
run_a8_b4,error,173,0.019569207364679854
run_a8_b4,energy_norm,173,0.04239370312541723
run_a8_b4,error,174,0.019555230210521798
run_a8_b4,energy_norm,174,0.04239277794957161
run_a8_b4,error,175,0.019541781200082584
run_a8_b4,energy_norm,175,0.04239188104867935
run_a8_b4,error,176,0.019528841297128778
run_a8_b4,energy_norm,176,0.042391002960503105
run_a8_b4,error,177,0.019516383483992497
run_a8_b4,energy_norm,177,0.04239021588116884
run_a8_b4,error,178,0.019504399315906296
run_a8_b4,energy_norm,178,0.04238938007503748
run_a8_b4,error,179,0.019492874802076798
run_a8_b4,energy_norm,179,0.04238859251141548
run_a8_b4,error,180,0.019481781038907898
run_a8_b4,energy_norm,180,0.04238785531371832
run_a8_b4,error,181,0.019471107867998612
run_a8_b4,energy_norm,181,0.04238713171333074
run_a8_b4,error,182,0.019460836658240836
run_a8_b4,energy_norm,182,0.04238643862307072
run_a8_b4,error,183,0.0194509425689332
run_a8_b4,energy_norm,183,0.04238577924668789
run_a8_b4,error,184,0.01944142871302141
run_a8_b4,energy_norm,184,0.042385124117136
run_a8_b4,error,185,0.01943227582609801
run_a8_b4,energy_norm,185,0.042384491823613646
run_a8_b4,error,186,0.019423462576219422
run_a8_b4,energy_norm,186,0.04238389041274786
run_a8_b4,error,187,0.019414995962274802
run_a8_b4,energy_norm,187,0.042383277341723445
run_a8_b4,error,188,0.01940684414933024
run_a8_b4,energy_norm,188,0.04238276913762093
run_a8_b4,error,189,0.01939900149822755
run_a8_b4,energy_norm,189,0.04238219611346722
run_a8_b4,error,190,0.01939145695882438
run_a8_b4,energy_norm,190,0.04238168388605118
run_a8_b4,error,191,0.01938420166958643
run_a8_b4,energy_norm,191,0.04238112613558769
run_a8_b4,error,192,0.019377221383606626
run_a8_b4,energy_norm,192,0.042380648590624334
run_a8_b4,error,193,0.019370501276557876
run_a8_b4,energy_norm,193,0.042380196377635
run_a8_b4,error,194,0.019364028263358007
run_a8_b4,energy_norm,194,0.04237974490970373
run_a8_b4,error,195,0.019357799941194784
run_a8_b4,energy_norm,195,0.04237928476184607
run_a8_b4,error,196,0.019351808207561803
run_a8_b4,energy_norm,196,0.04237889040261507
run_a8_b4,error,197,0.019346038491917385
run_a8_b4,energy_norm,197,0.042378456331789494
run_a8_b4,error,198,0.01934050319482161
run_a8_b4,energy_norm,198,0.042378010079264644
run_a8_b4,error,199,0.019335172476699185
run_a8_b4,energy_norm,199,0.04237765595316887
run_a8_b4,error,200,0.01933004768796785
run_a8_b4,energy_norm,200,0.04237726919353008
run_a8_b4,error,201,0.019325105503653718
run_a8_b4,energy_norm,201,0.0423769349232316
run_a8_b4,error,202,0.019320350163602812
run_a8_b4,energy_norm,202,0.042376577258110046
run_a8_b4,error,203,0.01931578601941986
run_a8_b4,energy_norm,203,0.04237624350935221
run_a8_b4,error,204,0.019311379168634842
run_a8_b4,energy_norm,204,0.04237596660852432
run_a8_b4,error,205,0.019307144079343957
run_a8_b4,energy_norm,205,0.04237562566995621
run_a8_b4,error,206,0.019303071384770405
run_a8_b4,energy_norm,206,0.04237530086189509
run_a8_b4,error,207,0.019299150009160472
run_a8_b4,energy_norm,207,0.04237500734627247
run_a8_b4,error,208,0.01929538550785331
run_a8_b4,energy_norm,208,0.04237471971660853
run_a8_b4,error,209,0.01929175404131932
run_a8_b4,energy_norm,209,0.04237447798252106
run_a8_b4,error,210,0.019288265900672955
run_a8_b4,energy_norm,210,0.042374186664819714
run_a8_b4,error,211,0.019284907744718326
run_a8_b4,energy_norm,211,0.042373929135501386
run_a8_b4,error,212,0.01928167319855241
run_a8_b4,energy_norm,212,0.04237368684262037
run_a8_b4,error,213,0.019278565072441082
run_a8_b4,energy_norm,213,0.042373460866510865
run_a8_b4,error,214,0.019275568551370484
run_a8_b4,energy_norm,214,0.042373237125575544
run_a8_b4,error,215,0.01927269130943863
run_a8_b4,energy_norm,215,0.04237301073968411
run_a8_b4,error,216,0.01926992764695136
run_a8_b4,energy_norm,216,0.042372761368751524
run_a8_b4,error,217,0.019267249247045797
run_a8_b4,energy_norm,217,0.042372588962316514
run_a8_b4,error,218,0.019264687427771817
run_a8_b4,energy_norm,218,0.04237236548215151
run_a8_b4,error,219,0.019262222854872776
run_a8_b4,energy_norm,219,0.042372179813683034
run_a8_b4,error,220,0.019259840580621343
run_a8_b4,energy_norm,220,0.04237199794501066
run_a8_b4,error,221,0.01925755292641519
run_a8_b4,energy_norm,221,0.042371827885508535
run_a8_b4,error,222,0.01925535636719836
run_a8_b4,energy_norm,222,0.042371633537113665
run_a8_b4,error,223,0.019253242046093178
run_a8_b4,energy_norm,223,0.042371466383337976
run_a8_b4,error,224,0.019251209802446496
run_a8_b4,energy_norm,224,0.04237130366265774
run_a8_b4,error,225,0.019249244092484546
run_a8_b4,energy_norm,225,0.0423711720854044
run_a8_b4,error,226,0.01924735796869321
run_a8_b4,energy_norm,226,0.04237099673599005
run_a8_b4,error,227,0.019245538976961355
run_a8_b4,energy_norm,227,0.042370875626802446
run_a8_b4,error,228,0.01924379206261186
run_a8_b4,energy_norm,228,0.042370730079710484
run_a8_b4,error,229,0.019242113479399664
run_a8_b4,energy_norm,229,0.042370580919086936
run_a8_b4,error,230,0.0192404932924412
run_a8_b4,energy_norm,230,0.042370442673563956
run_a8_b4,error,231,0.019238947993130962
run_a8_b4,energy_norm,231,0.04237028390169144
run_a8_b4,error,232,0.019237449406632762
run_a8_b4,energy_norm,232,0.0423701785877347
run_a8_b4,error,233,0.019236010687877964
run_a8_b4,energy_norm,233,0.04237006582319736
run_a8_b4,error,234,0.01923462603472693
run_a8_b4,energy_norm,234,0.04236994370818138
run_a8_b4,error,235,0.019233295174767805
run_a8_b4,energy_norm,235,0.042369825579226014
run_a8_b4,error,236,0.01923202000091372
run_a8_b4,energy_norm,236,0.04236971449106932
run_a8_b4,error,237,0.019230785148670507
run_a8_b4,energy_norm,237,0.04236962765455246
run_a8_b4,error,238,0.019229595428319257
run_a8_b4,energy_norm,238,0.04236953511834145
run_a8_b4,error,239,0.019228447121554595
run_a8_b4,energy_norm,239,0.04236944705247879
run_a8_b4,error,240,0.01922734306891037
run_a8_b4,energy_norm,240,0.0423693423345685
run_a8_b4,error,241,0.0192262840340711
run_a8_b4,energy_norm,241,0.042369247563183304
run_a8_b4,error,242,0.0192252646712452
run_a8_b4,energy_norm,242,0.042369156405329705
run_a8_b4,error,243,0.01922427400479613
run_a8_b4,energy_norm,243,0.04236911248415708
run_a8_b4,error,244,0.019223328451612575
run_a8_b4,energy_norm,244,0.04236898932605982
run_a8_b4,error,245,0.01922241910825072
run_a8_b4,energy_norm,245,0.04236891396343708
run_a8_b4,error,246,0.0192215502913907
run_a8_b4,energy_norm,246,0.04236883543431759
run_a8_b4,error,247,0.019220707290792446
run_a8_b4,energy_norm,247,0.042368763945996764
run_a8_b4,error,248,0.01921989905180929
run_a8_b4,energy_norm,248,0.04236869387328625
run_a8_b4,error,249,0.01921910816569401
run_a8_b4,energy_norm,249,0.04236865609884262
run_a8_b4,error,250,0.019218346076072736
run_a8_b4,energy_norm,250,0.042368581257760524
run_a8_b4,error,251,0.019217617684030516
run_a8_b4,energy_norm,251,0.04236849371343851
run_a8_b4,error,252,0.01921691239810137
run_a8_b4,energy_norm,252,0.04236845824867487
run_a8_b4,error,253,0.019216236036723087
run_a8_b4,energy_norm,253,0.04236839171499014
