model,metric,step,value
run_a6_b4,energy_norm,40,0.05247694421559572
run_a6_b4,error,41,0.34026073197422446
run_a6_b4,energy_norm,41,0.05170200370252132
run_a6_b4,error,42,0.3369045416823735
run_a6_b4,energy_norm,42,0.05098581939935684
run_a6_b4,error,43,0.33381785243990364
run_a6_b4,energy_norm,43,0.05032187789678574
run_a6_b4,error,44,0.33102307009524706
run_a6_b4,energy_norm,44,0.04970445368438959
run_a6_b4,error,45,0.32846495559511396
run_a6_b4,energy_norm,45,0.04912875011563301
run_a6_b4,error,46,0.32605121201822795
run_a6_b4,energy_norm,46,0.048590448834002015
run_a6_b4,error,47,0.32377837584923286
run_a6_b4,energy_norm,47,0.04808606293052435
run_a6_b4,error,48,0.321632996844022
run_a6_b4,energy_norm,48,0.047612304128706456
run_a6_b4,error,49,0.319831500169336
run_a6_b4,energy_norm,49,0.047166555374860766
run_a6_b4,error,50,0.3182686564834068
run_a6_b4,energy_norm,50,0.04674619983881712
run_a6_b4,error,51,0.3169773905581681
run_a6_b4,energy_norm,51,0.04634929709136486
run_a6_b4,error,52,0.31589247501241485
run_a6_b4,energy_norm,52,0.045973775498569014
run_a6_b4,error,53,0.31510956198756324
run_a6_b4,energy_norm,53,0.04561796847730875
run_a6_b4,error,54,0.31452187524295355
run_a6_b4,energy_norm,54,0.04528043001890183
run_a6_b4,error,55,0.31407382444991333
run_a6_b4,energy_norm,55,0.044959722310304644
run_a6_b4,error,56,0.31376068824748954
run_a6_b4,energy_norm,56,0.044654650501906874
run_a6_b4,error,57,0.3134769832665145
run_a6_b4,energy_norm,57,0.04436414621770382
run_a6_b4,error,58,0.3132073266579348
run_a6_b4,energy_norm,58,0.04408714529126882
run_a6_b4,error,59,0.31300143202312525
run_a6_b4,energy_norm,59,0.04382274869829416
run_a6_b4,error,60,0.3128166195308999
run_a6_b4,energy_norm,60,0.043570189364254476
run_a6_b4,error,61,0.31268850669617254
run_a6_b4,energy_norm,61,0.043328700996935365
run_a6_b4,error,62,0.3128574615042915
run_a6_b4,energy_norm,62,0.04309751849621534
run_a6_b4,error,63,0.31312800002285646
run_a6_b4,energy_norm,63,0.042876071408390996
run_a6_b4,error,64,0.31344427990728424
run_a6_b4,energy_norm,64,0.0426638251543045
run_a6_b4,error,65,0.3137571339868139
run_a6_b4,energy_norm,65,0.0424601312354207
run_a6_b4,error,66,0.3140665124042555
run_a6_b4,energy_norm,66,0.042264564000070094
run_a6_b4,error,67,0.3143723695830106
run_a6_b4,energy_norm,67,0.042076714225113394
run_a6_b4,error,68,0.31467467898155
run_a6_b4,energy_norm,68,0.041896097771823404
run_a6_b4,error,69,0.31497341245064875
run_a6_b4,energy_norm,69,0.04172233119606972
run_a6_b4,error,70,0.31526857453166873
run_a6_b4,energy_norm,70,0.041555073112249374
run_a6_b4,error,71,0.3155601471383254
run_a6_b4,energy_norm,71,0.04139399945735931
run_a6_b4,error,72,0.31584812959191755
run_a6_b4,energy_norm,72,0.04123873990029096
run_a6_b4,error,73,0.3161325385782532
run_a6_b4,energy_norm,73,0.041089046709239484
run_a6_b4,error,74,0.31641337417998716
run_a6_b4,energy_norm,74,0.04094463631510734
run_a6_b4,error,75,0.3166906431294176
run_a6_b4,energy_norm,75,0.040805276036262515
run_a6_b4,error,76,0.3169643743615727
run_a6_b4,energy_norm,76,0.040670699030160906
run_a6_b4,error,77,0.3172345804132185
run_a6_b4,energy_norm,77,0.04054069440811872
run_a6_b4,error,78,0.3175012967328205
run_a6_b4,energy_norm,78,0.040415042601525786
run_a6_b4,error,79,0.31776453845902713
run_a6_b4,energy_norm,79,0.04029358189553022
run_a6_b4,error,80,0.31802433529870017
run_a6_b4,energy_norm,80,0.04017607245594263
run_a6_b4,error,81,0.3182807140576317
run_a6_b4,energy_norm,81,0.04006238032132387
run_a6_b4,error,82,0.3185337269806898
run_a6_b4,energy_norm,82,0.0399523189291358
run_a6_b4,error,83,0.3187834006757605
run_a6_b4,energy_norm,83,0.03984572682529688
run_a6_b4,error,84,0.3190297582792248
run_a6_b4,energy_norm,84,0.03974249891936779
run_a6_b4,error,85,0.3192728455574381
run_a6_b4,energy_norm,85,0.03964246422052384
run_a6_b4,error,86,0.3195127007900867
run_a6_b4,energy_norm,86,0.03954550001770258
run_a6_b4,error,87,0.3197493657004218
run_a6_b4,energy_norm,87,0.039451481327414516
run_a6_b4,error,88,0.31998287709198325
run_a6_b4,energy_norm,88,0.039360283426940444
run_a6_b4,error,89,0.3202132704982198
run_a6_b4,energy_norm,89,0.039271816723048684
run_a6_b4,error,90,0.32044059486478926
run_a6_b4,energy_norm,90,0.03918594885617495
run_a6_b4,error,91,0.3206648887135218
run_a6_b4,energy_norm,91,0.03910259541124105
run_a6_b4,error,92,0.3208861970587297
run_a6_b4,energy_norm,92,0.03902166154235601
run_a6_b4,error,93,0.32110456267140236
run_a6_b4,energy_norm,93,0.0389430383592844
run_a6_b4,error,94,0.32132002691739603
run_a6_b4,energy_norm,94,0.03886665612459183
run_a6_b4,error,95,0.32153263562010964
run_a6_b4,energy_norm,95,0.03879244521260262
run_a6_b4,error,96,0.32174242584501755
run_a6_b4,energy_norm,96,0.03872030932456255
run_a6_b4,error,97,0.3219494373735635
run_a6_b4,energy_norm,97,0.038650194257497786
run_a6_b4,error,98,0.32215371912812246
run_a6_b4,energy_norm,98,0.03858198657631874
run_a6_b4,error,99,0.322355306764379
run_a6_b4,energy_norm,99,0.03851565077900886
run_a6_b4,error,100,0.3225542544422335
run_a6_b4,energy_norm,100,0.03845111832022667
run_a6_b4,error,101,0.32275060242392484
run_a6_b4,energy_norm,101,0.03838831827044487
run_a6_b4,error,102,0.32294438391226704
run_a6_b4,energy_norm,102,0.038327203802764415
run_a6_b4,error,103,0.32313564118581256
run_a6_b4,energy_norm,103,0.03826772291213274
run_a6_b4,error,104,0.3233244142972528
run_a6_b4,energy_norm,104,0.0382098051160574
run_a6_b4,error,105,0.32351075650077676
run_a6_b4,energy_norm,105,0.03815338596701622
run_a6_b4,error,106,0.32369469685597707
run_a6_b4,energy_norm,106,0.038098457641899584
run_a6_b4,error,107,0.3238762815564534
run_a6_b4,energy_norm,107,0.03804495446383953
run_a6_b4,error,108,0.3240555417747366
run_a6_b4,energy_norm,108,0.03799280557781458
run_a6_b4,error,109,0.32423252194539076
run_a6_b4,energy_norm,109,0.0379419980943203
run_a6_b4,error,110,0.3244072583015206
run_a6_b4,energy_norm,110,0.03789247144013643
run_a6_b4,error,111,0.3245797880063894
run_a6_b4,energy_norm,111,0.03784421052783728
run_a6_b4,error,112,0.32475015435136284
run_a6_b4,energy_norm,112,0.03779713284224272
run_a6_b4,error,113,0.3249183955311439
run_a6_b4,energy_norm,113,0.037751243300735954
run_a6_b4,error,114,0.32508454323049063
run_a6_b4,energy_norm,114,0.037706501260399816
run_a6_b4,error,115,0.32524863085477973
run_a6_b4,energy_norm,115,0.037662858441472054
run_a6_b4,error,116,0.32541068902822573
run_a6_b4,energy_norm,116,0.03762027561664581
run_a6_b4,error,117,0.32557076410042485
run_a6_b4,energy_norm,117,0.037578724510967734
run_a6_b4,error,118,0.3257288897398523
run_a6_b4,energy_norm,118,0.037538195587694646
run_a6_b4,error,119,0.3258850960596594
run_a6_b4,energy_norm,119,0.03749864760786295
run_a6_b4,error,120,0.3260394157772082
run_a6_b4,energy_norm,120,0.03746003720909357
run_a6_b4,error,121,0.32619188493235396
run_a6_b4,energy_norm,121,0.03742235094308853
run_a6_b4,error,122,0.3263425330701413
run_a6_b4,energy_norm,122,0.03738557118922472
run_a6_b4,error,123,0.3264913889044094
run_a6_b4,energy_norm,123,0.03734966065734625
run_a6_b4,error,124,0.32663848853904187
run_a6_b4,energy_norm,124,0.03731458645313978
run_a6_b4,error,125,0.3267838671745396
run_a6_b4,energy_norm,125,0.037280330173671244
run_a6_b4,error,126,0.32692754720106154
run_a6_b4,energy_norm,126,0.0372468800842762
run_a6_b4,error,127,0.3270695507351904
run_a6_b4,energy_norm,127,0.03721421778202057
run_a6_b4,error,128,0.32720991530107696
run_a6_b4,energy_norm,128,0.037182303480803966
run_a6_b4,error,129,0.3273486702842767
run_a6_b4,energy_norm,129,0.03715112183243036
run_a6_b4,error,130,0.32748583727284697
run_a6_b4,energy_norm,130,0.037120663151144984
run_a6_b4,error,131,0.32762144669193205
run_a6_b4,energy_norm,131,0.037090903520584105
run_a6_b4,error,132,0.32775552665466806
run_a6_b4,energy_norm,132,0.037061810232698916
run_a6_b4,error,133,0.327888097729314
run_a6_b4,energy_norm,133,0.03703338772058487
run_a6_b4,error,134,0.3280191910104024
run_a6_b4,energy_norm,134,0.03700560823082924
run_a6_b4,error,135,0.3281488287763334
run_a6_b4,energy_norm,135,0.03697845473885536
run_a6_b4,error,136,0.32827703909367684
run_a6_b4,energy_norm,136,0.036951905079185964
run_a6_b4,error,137,0.32840384642012777
run_a6_b4,energy_norm,137,0.03692595515400171
run_a6_b4,error,138,0.3285292700980919
run_a6_b4,energy_norm,138,0.03690058056265116
run_a6_b4,error,139,0.3286533342441673
run_a6_b4,energy_norm,139,0.03687577679753304
run_a6_b4,error,140,0.3287760628410744
run_a6_b4,energy_norm,140,0.03685152318328619
run_a6_b4,error,141,0.3288974767516031
run_a6_b4,energy_norm,141,0.03682780157774687
run_a6_b4,error,142,0.3290175991482231
run_a6_b4,energy_norm,142,0.03680460184812546
run_a6_b4,error,143,0.32913644439309264
run_a6_b4,energy_norm,143,0.03678191553801298
run_a6_b4,error,144,0.3292540452780797
run_a6_b4,energy_norm,144,0.03675972022116184
run_a6_b4,error,145,0.32937041163911474
run_a6_b4,energy_norm,145,0.03673801749944687
run_a6_b4,error,146,0.32948556842050875
run_a6_b4,energy_norm,146,0.03671678505837917
run_a6_b4,error,147,0.32959953173181405
run_a6_b4,energy_norm,147,0.03669601798057556
run_a6_b4,error,148,0.32971231643926713
run_a6_b4,energy_norm,148,0.03667571071535349
run_a6_b4,error,149,0.329823956801569
run_a6_b4,energy_norm,149,0.03665581990033388
run_a6_b4,error,150,0.32993446090958445
run_a6_b4,energy_norm,150,0.03663637135177851
run_a6_b4,error,151,0.33004384847824825
run_a6_b4,energy_norm,151,0.03661733962595463
run_a6_b4,error,152,0.3301521330326925
run_a6_b4,energy_norm,152,0.03659872099757194
run_a6_b4,error,153,0.33025933640311833
run_a6_b4,energy_norm,153,0.03658049512654543
run_a6_b4,error,154,0.3303654718701857
run_a6_b4,energy_norm,154,0.036562662981450555
run_a6_b4,error,155,0.3304705578601117
run_a6_b4,energy_norm,155,0.0365452103689313
run_a6_b4,error,156,0.33057461000514576
run_a6_b4,energy_norm,156,0.03652813091874123
run_a6_b4,error,157,0.3306776443938854
run_a6_b4,energy_norm,157,0.03651141788810491
run_a6_b4,error,158,0.3307796717062722
run_a6_b4,energy_norm,158,0.0364950667321682
run_a6_b4,error,159,0.330880713884266
run_a6_b4,energy_norm,159,0.03647905346006155
run_a6_b4,error,160,0.33098078060198005
run_a6_b4,energy_norm,160,0.036463370248675346
run_a6_b4,error,161,0.33107989180601566
run_a6_b4,energy_norm,161,0.0364480272680521
run_a6_b4,error,162,0.3311780553008559
run_a6_b4,energy_norm,162,0.03643301021307707
run_a6_b4,error,163,0.331275280995773
run_a6_b4,energy_norm,163,0.03641832645982504
run_a6_b4,error,164,0.33137159646024356
run_a6_b4,energy_norm,164,0.03640392556786537
run_a6_b4,error,165,0.3314670041529591
run_a6_b4,energy_norm,165,0.03638983737677336
run_a6_b4,error,166,0.3315615237713921
run_a6_b4,energy_norm,166,0.0363760382309556
run_a6_b4,error,167,0.33165515856585825
run_a6_b4,energy_norm,167,0.03636253762990236
run_a6_b4,error,168,0.3317479282734114
run_a6_b4,energy_norm,168,0.03634931873530149
run_a6_b4,error,169,0.3318398429313804
run_a6_b4,energy_norm,169,0.03633637733757496
run_a6_b4,error,170,0.33193091750146253
run_a6_b4,energy_norm,170,0.03632370263338089
run_a6_b4,error,171,0.33202115821653405
run_a6_b4,energy_norm,171,0.0363113047555089
run_a6_b4,error,172,0.3321105812164153
run_a6_b4,energy_norm,172,0.0362991438806057
run_a6_b4,error,173,0.33219919139986287
run_a6_b4,energy_norm,173,0.03628725428134203
run_a6_b4,error,174,0.332287001654053
run_a6_b4,energy_norm,174,0.03627560004591942
run_a6_b4,error,175,0.33237402555999707
run_a6_b4,energy_norm,175,0.036264195889234546
run_a6_b4,error,176,0.3324602725845891
run_a6_b4,energy_norm,176,0.03625303708016872
run_a6_b4,error,177,0.3325457429583314
run_a6_b4,energy_norm,177,0.03624209824949503
run_a6_b4,error,178,0.3326304643368478
run_a6_b4,energy_norm,178,0.03623139098286629
run_a6_b4,error,179,0.3327144333906601
run_a6_b4,energy_norm,179,0.03622091483324766
run_a6_b4,error,180,0.3327976642851847
run_a6_b4,energy_norm,180,0.036210640594363214
run_a6_b4,error,181,0.3328801657771821
run_a6_b4,energy_norm,181,0.036200586669147015
run_a6_b4,error,182,0.3329619477898943
run_a6_b4,energy_norm,182,0.036190748736262324
run_a6_b4,error,183,0.3330430189753081
run_a6_b4,energy_norm,183,0.036181103251874444
run_a6_b4,error,184,0.33312338382472645
run_a6_b4,energy_norm,184,0.03617166295647621
run_a6_b4,error,185,0.3332030542753766
run_a6_b4,energy_norm,185,0.03616241909563542
run_a6_b4,error,186,0.3332820455543826
run_a6_b4,energy_norm,186,0.03615335941314697
run_a6_b4,error,187,0.3333603587048258
run_a6_b4,energy_norm,187,0.03614449836313725
run_a6_b4,error,188,0.33343800046249655
run_a6_b4,energy_norm,188,0.03613581717014313
run_a6_b4,error,189,0.33351497877856146
run_a6_b4,energy_norm,189,0.036127314046025275
run_a6_b4,error,190,0.3335913050361107
run_a6_b4,energy_norm,190,0.036118993759155275
run_a6_b4,error,191,0.3336669844878035
run_a6_b4,energy_norm,191,0.03611084744334221
run_a6_b4,error,192,0.3337420246866661
run_a6_b4,energy_norm,192,0.03610286433249712
run_a6_b4,error,193,0.3338164337561595
run_a6_b4,energy_norm,193,0.03609504587948322
run_a6_b4,error,194,0.3338902161899152
run_a6_b4,energy_norm,194,0.036087389662861825
run_a6_b4,error,195,0.3339633865002672
run_a6_b4,energy_norm,195,0.036079888604581355
run_a6_b4,error,196,0.33403594888980864
run_a6_b4,energy_norm,196,0.036072552725672724
run_a6_b4,error,197,0.3341079054726417
run_a6_b4,energy_norm,197,0.03606536597013474
run_a6_b4,error,198,0.3341792608611415
run_a6_b4,energy_norm,198,0.03605833522975445
run_a6_b4,error,199,0.33425002881792737
run_a6_b4,energy_norm,199,0.0360514435172081
run_a6_b4,error,200,0.33432021193207606
run_a6_b4,energy_norm,200,0.036044693663716314
run_a6_b4,error,201,0.3343898224737625
run_a6_b4,energy_norm,201,0.03603808421641588
run_a6_b4,error,202,0.33445885865717556
run_a6_b4,energy_norm,202,0.03603161703795195
run_a6_b4,error,203,0.3345273318933452
run_a6_b4,energy_norm,203,0.03602528162300587
run_a6_b4,error,204,0.3345952415792401
run_a6_b4,energy_norm,204,0.03601908650249243
run_a6_b4,error,205,0.3346625933540183
run_a6_b4,energy_norm,205,0.03601301789283753
run_a6_b4,error,206,0.33472940210254293
run_a6_b4,energy_norm,206,0.036007065027952194
run_a6_b4,error,207,0.33479566793191606
run_a6_b4,energy_norm,207,0.036001245230436324
run_a6_b4,error,208,0.33486139613437826
run_a6_b4,energy_norm,208,0.03599554646760225
run_a6_b4,error,209,0.33492658766919176
run_a6_b4,energy_norm,209,0.03598997857421637
run_a6_b4,error,210,0.3349912574328611
run_a6_b4,energy_norm,210,0.0359845132380724
run_a6_b4,error,211,0.3350554080703425
run_a6_b4,energy_norm,211,0.03597917079925537
run_a6_b4,error,212,0.3351190461428034
run_a6_b4,energy_norm,212,0.03597393434494734
run_a6_b4,error,213,0.33518216935919026
run_a6_b4,energy_norm,213,0.035968814343214035
run_a6_b4,error,214,0.33524478889071746
run_a6_b4,energy_norm,214,0.03596379637718201
run_a6_b4,error,215,0.3353069095057565
run_a6_b4,energy_norm,215,0.035958892516791824
run_a6_b4,error,216,0.335368537295157
run_a6_b4,energy_norm,216,0.03595409229397774
run_a6_b4,error,217,0.3354296683450359
run_a6_b4,energy_norm,217,0.03594938386231661
run_a6_b4,error,218,0.33549031069736357
run_a6_b4,energy_norm,218,0.035944792479276656
run_a6_b4,error,219,0.335550476021612
run_a6_b4,energy_norm,219,0.03594029106199741
run_a6_b4,error,220,0.33561016383582154
run_a6_b4,energy_norm,220,0.03593587871640921
run_a6_b4,error,221,0.33566937549972337
run_a6_b4,energy_norm,221,0.03593156673014164
run_a6_b4,error,222,0.33572812177940636
run_a6_b4,energy_norm,222,0.03592734508216381
run_a6_b4,error,223,0.335786405338453
run_a6_b4,energy_norm,223,0.03592321306467056
run_a6_b4,error,224,0.33584422655637736
run_a6_b4,energy_norm,224,0.035919170156121255
run_a6_b4,error,225,0.3359015982365365
run_a6_b4,energy_norm,225,0.03591521773487329
run_a6_b4,error,226,0.335958516690893
run_a6_b4,energy_norm,226,0.03591134272515774
run_a6_b4,error,227,0.336014986091772
run_a6_b4,energy_norm,227,0.03590756621211767
run_a6_b4,error,228,0.3360710128652993
run_a6_b4,energy_norm,228,0.035903858803212646
run_a6_b4,error,229,0.3361266014282721
run_a6_b4,energy_norm,229,0.0359002410620451
run_a6_b4,error,230,0.3361817530589308
run_a6_b4,energy_norm,230,0.035896697342395784
run_a6_b4,error,231,0.3362364712217952
run_a6_b4,energy_norm,231,0.035893225483596324
run_a6_b4,error,232,0.3362907616677823
run_a6_b4,energy_norm,232,0.035889837183058264
run_a6_b4,error,233,0.3363446317869368
run_a6_b4,energy_norm,233,0.03588651839643717
run_a6_b4,error,234,0.33639808005188954
run_a6_b4,energy_norm,234,0.03588328395038843
run_a6_b4,error,235,0.33645111401101
run_a6_b4,energy_norm,235,0.035880104303359986
run_a6_b4,error,236,0.3365037344931754
run_a6_b4,energy_norm,236,0.03587700117379427
run_a6_b4,error,237,0.3365559441573116
run_a6_b4,energy_norm,237,0.03587396956980229
run_a6_b4,error,238,0.33660774708959634
run_a6_b4,energy_norm,238,0.03587100896984339
run_a6_b4,error,239,0.3366591489943805
run_a6_b4,energy_norm,239,0.03586810529232025
run_a6_b4,error,240,0.3367101542069706
run_a6_b4,energy_norm,240,0.03586526803672314
run_a6_b4,error,241,0.33676075885772133
run_a6_b4,energy_norm,241,0.0358625104278326
run_a6_b4,error,242,0.3368109708279501
run_a6_b4,energy_norm,242,0.035859797671437266
run_a6_b4,error,243,0.33686079840875593
run_a6_b4,energy_norm,243,0.03585714478045702
run_a6_b4,error,244,0.33691023667809916
run_a6_b4,energy_norm,244,0.03585455380380154
run_a6_b4,error,245,0.3369592914683874
run_a6_b4,energy_norm,245,0.035852028615772726
run_a6_b4,error,246,0.33700797170634744
run_a6_b4,energy_norm,246,0.03584955908358097
run_a6_b4,error,247,0.33705627156422835
run_a6_b4,energy_norm,247,0.03584714576601982
run_a6_b4,error,248,0.3371041988069321
run_a6_b4,energy_norm,248,0.0358447889983654
run_a6_b4,error,249,0.3371517578722107
run_a6_b4,energy_norm,249,0.0358424786478281
run_a6_b4,error,250,0.33719894447830867
run_a6_b4,energy_norm,250,0.03584022704511881
run_a6_b4,error,251,0.33724576918176735
run_a6_b4,energy_norm,251,0.03583802774548531
run_a6_b4,error,252,0.33729223464151276
run_a6_b4,energy_norm,252,0.03583587996661663
run_a6_b4,error,253,0.3373383415723349
run_a6_b4,energy_norm,253,0.035833780579268934
run_a6_b4,error,254,0.33738409104059813
run_a6_b4,energy_norm,254,0.03583173185586929
run_a6_b4,error,255,0.3374294869485441
run_a6_b4,energy_norm,255,0.035829738043248655
run_a6_b4,error,256,0.33747453551275086
run_a6_b4,energy_norm,256,0.0358277827501297
run_a6_b4,error,257,0.3375192367169204
run_a6_b4,energy_norm,257,0.035825873985886575
run_a6_b4,error,258,0.33756359873340824
run_a6_b4,energy_norm,258,0.03582401186227799
run_a6_b4,error,259,0.33760761207203743
run_a6_b4,energy_norm,259,0.035822197943925854
run_a6_b4,error,260,0.3376512929261791
run_a6_b4,energy_norm,260,0.03582042623311281
run_a6_b4,error,261,0.337694633975638
run_a6_b4,energy_norm,261,0.03581869542598724
run_a6_b4,error,262,0.33773764492712344
run_a6_b4,energy_norm,262,0.035816998966038224
run_a6_b4,error,263,0.3377803217293824
run_a6_b4,energy_norm,263,0.03581535656005144
run_a6_b4,error,264,0.3378226742893587
run_a6_b4,energy_norm,264,0.035813745334744455
run_a6_b4,error,265,0.33786470204825875
run_a6_b4,energy_norm,265,0.03581218261271715
run_a6_b4,error,266,0.33790640172549885
run_a6_b4,energy_norm,266,0.03581066060811281
run_a6_b4,error,267,0.3379477860219906
run_a6_b4,energy_norm,267,0.03580916095525026
run_a6_b4,error,268,0.33798884817167546
run_a6_b4,energy_norm,268,0.035807718634605405
run_a6_b4,error,269,0.3380295969755518
run_a6_b4,energy_norm,269,0.03580630235373974
run_a6_b4,error,270,0.33807003209601516
run_a6_b4,energy_norm,270,0.03580491628497839
run_a6_b4,error,271,0.3381101550371515
run_a6_b4,energy_norm,271,0.03580357789993286
run_a6_b4,error,272,0.3381499744206796
run_a6_b4,energy_norm,272,0.03580226451158523
run_a6_b4,error,273,0.3381894886633511
run_a6_b4,energy_norm,273,0.03580099042505026
run_a6_b4,error,274,0.33822869548808215
run_a6_b4,energy_norm,274,0.035799749679863456
run_a6_b4,error,275,0.33826760187979216
run_a6_b4,energy_norm,275,0.035798534974455835
run_a6_b4,error,276,0.33830620443682546
run_a6_b4,energy_norm,276,0.03579735901206732
run_a6_b4,error,277,0.3383445158833767
run_a6_b4,energy_norm,277,0.03579620938748121
run_a6_b4,error,278,0.33838253048249883
run_a6_b4,energy_norm,278,0.03579509783536196
run_a6_b4,error,279,0.3384202568023595
run_a6_b4,energy_norm,279,0.035794003680348394
run_a6_b4,error,280,0.33845769156703154
run_a6_b4,energy_norm,280,0.035792952328920366
run_a6_b4,error,281,0.33849484079984377
run_a6_b4,energy_norm,281,0.03579192101955414
run_a6_b4,error,282,0.33853170383722886
run_a6_b4,energy_norm,282,0.035790915191173556
run_a6_b4,error,283,0.33856828724501087
run_a6_b4,energy_norm,283,0.03578994579613209
run_a6_b4,error,284,0.3386045859079006
run_a6_b4,energy_norm,284,0.035789005160331726
run_a6_b4,error,285,0.3386406042007859
run_a6_b4,energy_norm,285,0.03578808389604091
run_a6_b4,error,286,0.3386763478280174
run_a6_b4,energy_norm,286,0.03578719083219767
run_a6_b4,error,287,0.3387118158023934
run_a6_b4,energy_norm,287,0.03578632771968841
run_a6_b4,error,288,0.33874701459660556
run_a6_b4,energy_norm,288,0.035785480476915835
run_a6_b4,error,289,0.3387819380895364
run_a6_b4,energy_norm,289,0.035784661807119846
run_a6_b4,error,290,0.338816595559487
run_a6_b4,energy_norm,290,0.03578386344015598
run_a6_b4,error,291,0.33885098423344445
run_a6_b4,energy_norm,291,0.03578309647738934
run_a6_b4,error,292,0.33888511198108445
run_a6_b4,energy_norm,292,0.035782351009547714
run_a6_b4,error,293,0.338918970352983
run_a6_b4,energy_norm,293,0.0357816294208169
run_a6_b4,error,294,0.33895257548896024
run_a6_b4,energy_norm,294,0.03578092664480209
run_a6_b4,error,295,0.33898592140992534
run_a6_b4,energy_norm,295,0.03578024588525295
run_a6_b4,error,296,0.3390190043766181
run_a6_b4,energy_norm,296,0.0357795862108469
run_a6_b4,error,297,0.3390518393600489
run_a6_b4,energy_norm,297,0.035778940729796885
run_a6_b4,error,298,0.33908441871871603
run_a6_b4,energy_norm,298,0.03577832993119955
run_a6_b4,error,299,0.33911674875767334
run_a6_b4,energy_norm,299,0.035777720883488656
run_a10_b4,error,0,1.8025132731681888
run_a10_b4,energy_norm,0,0.4505934249609709
run_a10_b4,error,1,1.6766994480545676
run_a10_b4,energy_norm,1,0.4469002588093281
run_a10_b4,error,2,1.5536419635930088
run_a10_b4,energy_norm,2,0.44295875146985053
run_a10_b4,error,3,1.4336692946161578
run_a10_b4,energy_norm,3,0.4383500187471509
run_a10_b4,error,4,1.3169524614172001
